All_Bonds;SP_500
225,1627;2316,1
224,9848;2328,25
224,5697;2337,58
224,2259;2349,25
224,8318;2347,22
225,5642;2351,16
225,6328;2351,16
225,4111;2365,38
226,1476;2362,82
226,9522;2363,81
227,7073;2367,34
227,4537;2369,75
227,2262;2363,64
225,833;2395,96
225,4054;2381,92
224,7137;2383,12
224,8052;2375,31
225,2226;2368,39
224,393;2362,98
223,8337;2364,87
222,9059;2372,6
223,2149;2373,47
223,6919;2365,45
224,25;2385,26
223,7569;2381,38
223,9282;2378,25
223,8237;2373,47
223,5305;2344,02
224,2894;2348,45
223,9268;2345,96
224,0999;2343,98
224,083;2341,59
224,3129;2358,57
224,8601;2361,13
224,9815;2368,06
224,9395;2362,72
225,6931;2358,84
226,1523;2360,16
226,0354;2352,95
226,0929;2357,49
226,636;2355,54
226,8836;2357,16
227,2271;2353,78
227,3099;2344,93
227,6913;2328,95
227,6913;2328,95
227,6913;2349,01
227,8981;2342,19
227,3737;2338,17
226,7968;2355,84
226,7978;2348,69
224,924;2374,15
224,4631;2388,61
224,7618;2387,45
225,4206;2388,77
225,1051;2384,2
225,1051;2388,33
224,9382;2391,17
224,92;2388,13
224,0181;2389,52
223,5586;2399,29
223,4869;2399,38
223,1872;2396,92
223,519;2399,63
223,2935;2394,44
223,7329;2390,9
223,1956;2402,32
223,1556;2400,67
223,8079;2357,03
224,1818;2365,72
223,8613;2381,73
223,5129;2394,02
223,4113;2398,42
223,3934;2404,39
223,9403;2415,07
224,5052;2415,82
225,055;2415,82
224,9702;2412,91
224,9676;2411,8
224,8265;2430,06
225,2279;2439,07
224,9267;2436,1
225,4046;2429,33
225,4588;2433,14
225,4603;2433,79
225,2117;2431,77
225,4159;2429,39
225,3078;2440,35
225,8713;2437,92
225,0017;2432,46
225,0392;2433,15
225,0482;2453,46
225,3439;2437,03
225,4643;2435,61
225,5849;2434,5
225,4058;2438,3
225,4561;2439,07
224,1082;2419,38
223,9342;2440,69
222,6728;2419,7
222,364;2423,41
222,0957;2429,01
222,1468;2429,01
222,2849;2432,54
221,0326;2409,75
221,0082;2425,18
221,4093;2427,43
221,0693;2425,53
221,7369;2443,25
221,4822;2447,83
221,4726;2459,27
221,6579;2459,14
221,9526;2460,61
222,2603;2473,83
222,1595;2473,45
222,5936;2472,54
222,7284;2469,91
221,8384;2477,13
222,0091;2477,83
222,3448;2475,42
222,1466;2472,1
222,2323;2470,3
223,1912;2476,35
223,2102;2477,57
223,6165;2472,16
223,4187;2476,83
223,5933;2480,91
223,3269;2474,92
224,1335;2474,02
224,3524;2438,21
224,8344;2441,32
224,4847;2465,84
224,0955;2464,61
223,9528;2468,11
224,049;2430,01
224,542;2425,55
224,5916;2428,37
224,5454;2452,51
224,9848;2444,04
224,9201;2438,97
224,8541;2443,05
224,9806;2444,24
225,5763;2446,3
225,2487;2457,59
225,1899;2471,65
224,7772;2476,55
224,9228;2476,55
225,4369;2457,85
225,3997;2465,54
225,9026;2465,1
225,6177;2461,43
225,3852;2488,11
224,357;2496,48
224,2333;2498,37
224,0594;2495,62
223,7362;2500,23
223,4323;2503,87
223,5568;2506,65
223,7935;2508,24
223,593;2500,6
223,5802;2502,22
224,3632;2496,66
224,143;2496,84
223,4436;2507,04
223,1709;2510,06
223,4598;2519,36
223,7014;2529,12
223,5169;2534,58
223,6856;2537,74
223,5004;2552,07
223,4409;2549,33
223,7151;2544,73
223,7495;2550,64
223,4872;2555,24
223,6495;2550,93
224,1812;2553,17
224,6656;2557,64
224,7964;2559,36
224,3787;2561,26
224,4461;2562,1
223,523;2575,21
223,8027;2564,98
223,1924;2569,13
223,0869;2557,15
223,6334;2560,4
224,2753;2581,07
224,6544;2572,83
224,799;2575,26
224,6374;2579,36
224,6636;2579,85
224,7035;2587,84
225,066;2591,13
225,1274;2590,64
225,2774;2594,38
224,3761;2584,62
223,9387;2582,3
223,8224;2584,84
224,1219;2578,87
224,3906;2564,62
224,4102;2585,64
224,5935;2578,85
224,7389;2582,14
224,967;2599,03
224,9089;2597,08
225,0012;2597,08
224,7922;2602,42
225,0423;2601,42
225,0834;2627,04
224,3837;2626,07
224,6523;2647,58
225,6373;2642,22
225,2387;2639,44
225,4785;2629,57
225,9062;2629,27
225,9374;2636,98
225,7095;2651,5
225,8502;2659,99
225,4942;2664,11
225,4827;2662,85
225,4781;2652,01
225,7779;2675,81
225,6363;2690,16
224,55;2681,47
223,9055;2679,25
223,8645;2684,57
223,8719;2683,34
223,8719;2683,34
223,8719;2680,5
224,3452;2682,62
223,7197;2687,54
223,525;2673,61
223,525;2673,61
223,0238;2695,81
223,3728;2713,06
223,4132;2723,99
223,3489;2743,15
223,5329;2747,71
222,8998;2751,29
222,6946;2748,23
222,053;2767,56
222,1739;2786,24
222,0985;2786,24
222,573;2776,42
222,6795;2802,56
222,3423;2798,03
222,3947;2810,3
222,5164;2832,97
222,5626;2839,13
222,1469;2837,54
222,0026;2839,25
221,8934;2872,87
220,9321;2853,53
220,996;2822,43
221,1445;2823,81
220,9154;2821,98
220,1958;2762,13
220,3777;2648,94
221,1611;2695,14
220,574;2681,66
220,1046;2581
220,3867;2619,55
220,4065;2656
220,3735;2662,94
220,1867;2698,63
220,0784;2731,2
220,7364;2732,22
220,3214;2732,22
220,4317;2716,26
220,5632;2701,33
220,7754;2703,96
221,547;2747,3
221,6897;2779,6
221,3282;2744,28
221,5491;2713,83
221,8035;2677,67
221,8743;2691,25
221,9415;2720,94
221,283;2728,12
221,5526;2726,8
221,9573;2738,97
221,68;2786,57
222,0042;2783,02
222,1391;2765,31
222,5739;2749,48
222,7895;2747,33
222,8844;2752,01
222,9746;2712,92
222,8844;2716,94
222,6966;2711,93
223,7744;2643,69
223,6762;2588,26
223,6877;2658,55
224,0249;2612,62
224,0677;2605
224,066;2640,87
224,066;2640,87
224,066;2581,88
223,93;2614,45
224,0945;2644,69
223,5951;2662,84
224,0097;2604,47
223,7826;2613,16
223,5869;2656,87
224,0017;2642,19
223,7231;2663,99
223,7451;2656,3
223,5297;2677,84
223,7638;2706,39
223,4864;2708,64
222,6208;2693,13
222,5128;2670,14
222,114;2670,29
222,0793;2634,56
222,0275;2639,4
222,6427;2666,94
222,9862;2669,91
222,9975;2648,05
222,9975;2654,8
222,8171;2635,67
223,4246;2629,73
223,2288;2663,42
223,5201;2672,63
223,021;2671,92
222,9862;2697,79
223,2485;2723,07
223,0285;2727,72
222,3232;2730,13
221,9231;2711,45
222,3269;2722,46
221,9367;2720,13
222,7326;2712,97
223,3575;2733,01
222,9957;2724,44
223,8516;2733,29
224,424;2727,76
225,267;2721,33
226,3711;2721,33
227,3582;2689,86
226,4555;2724,01
226,7538;2705,27
225,9648;2734,62
225,3629;2746,87
225,8678;2748,8
224,6662;2772,35
224,1754;2770,37
224,992;2779,03
224,2057;2782
224,2632;2786,85
224,4566;2775,63
224,9186;2782,49
225,1384;2779,66
225,0457;2773,75
225,554;2762,59
225,514;2767,32
226,1123;2749,76
226,075;2754,88
226,2326;2717,07
226,0933;2723,06
226,4821;2699,63
226,7473;2716,31
226,9662;2718,37
227,1003;2726,71
227,2599;2713,22
226,9956;2713,22
227,1504;2736,61
227,2027;2759,82
226,8659;2784,17
226,6666;2793,84
226,8135;2774,02
227,0151;2798,29
227,1552;2801,31
226,6697;2798,43
227,0145;2809,55
227,0721;2815,62
227,1672;2804,49
226,6194;2801,83
226,1938;2806,98
226,3958;2820,4
226,5194;2846,07
226,2809;2837,44
226,1521;2818,82
225,4684;2802,6
225,6578;2816,29
224,9528;2813,36
225,3278;2827,22
226,169;2840,35
226,4629;2850,4
226,1258;2858,45
226,1814;2857,7
226,5945;2853,58
227,5188;2833,28
227,5291;2821,93
227,3866;2839,96
227,8944;2818,37
227,6631;2840,69
227,8529;2850,13
227,895;2857,05
227,3735;2862,96
227,0804;2861,82
227,064;2856,98
227,0645;2874,69
226,542;2896,74
226,3551;2897,52
226,0137;2914,04
226,9033;2901,13
227,195;2901,52
227,1157;2901,52
226,7381;2896,72
226,2608;2888,6
226,801;2878,05
226,2696;2871,68
225,9432;2877,13
225,5432;2887,89
225,8865;2888,92
225,7217;2904,18
225,4362;2904,98
225,3471;2888,8
225,0166;2904,31
224,8837;2907,95
224,9632;2930,75
225,2517;2929,67
224,6198;2919,37
224,1815;2915,56
224,3531;2905,97
224,4666;2914
225,2342;2913,98
225,0924;2924,59
225,8715;2923,43
225,3041;2925,51
224,4592;2901,61
223,9201;2885,57
224,198;2884,43
224,3522;2880,34
224,1375;2785,68
224,6347;2728,37
224,8441;2767,13
224,8763;2750,79
225,0171;2809,92
225,4908;2809,21
225,8906;2768,78
225,8697;2767,78
225,7725;2755,88
226,2343;2740,69
226,6072;2656,1
226,5288;2705,57
227,2722;2658,69
226,5928;2641,25
226,7256;2682,63
226,6193;2711,74
226,299;2740,37
225,9339;2723,06
226,0134;2738,31
225,9666;2755,45
225,7122;2813,89
225,5697;2806,83
226,233;2781,01
226,4941;2726,22
226,2262;2722,18
226,2206;2701,58
226,8715;2730,2
226,7435;2736,27
226,578;2690,73
226,9959;2641,89
226,5967;2649,93
226,6026;2649,93
227,2397;2632,56
226,8061;2673,45
227,0047;2682,17
226,9005;2743,79
227,4142;2737,76
227,591;2760,17
227,5759;2790,37
228,3214;2700,06
228,1879;2700,06
228,9924;2695,95
228,593;2633,08
228,972;2637,72
229,1545;2636,78
228,6956;2651,07
228,3836;2650,54
228,6115;2599,95
228,5579;2545,94
228,7834;2546,16
228,7528;2506,96
229,0294;2467,42
228,7734;2416,62
228,783;2351,1
228,783;2351,1
228,783;2467,7
229,1097;2488,83
228,792;2485,74
228,8016;2506,85
228,8016;2506,85
229,8971;2510,03
230,0139;2447,89
229,1385;2531,94
229,0814;2549,69
228,8843;2574,41
229,101;2584,96
229,2867;2596,64
229,4857;2596,26
229,6461;2582,61
229,9561;2610,3
229,5822;2616,1
229,3044;2635,96
229,0169;2670,71
229,0399;2670,71
229,4176;2632,9
229,4859;2638,7
230,2972;2642,33
230,12;2664,76
229,852;2643,85
229,9752;2640
230,1271;2681,05
230,584;2704,1
230,4109;2706,53
230,1671;2724,87
230,3347;2737,7
230,3317;2731,61
231,1798;2706,05
231,5969;2707,88
231,0834;2709,8
230,7063;2744,73
230,7978;2753,03
231,3228;2745,73
231,1889;2775,6
231,0063;2775,6
231,0496;2779,76
231,1532;2784,7
230,695;2774,88
231,277;2792,67
230,9888;2796,11
230,7852;2793,9
230,2035;2792,38
229,7994;2784,49
229,5984;2803,69
229,9319;2792,81
229,8725;2789,65
230,3977;2771,45
231,3777;2748,93
231,3562;2743,07
231,3851;2783,3
231,3896;2791,52
231,2846;2810,92
231,0074;2808,48
230,9894;2822,48
231,1534;2832,94
230,8328;2832,57
231,1491;2824,23
231,8917;2854,88
233,1002;2800,71
233,0379;2798,36
233,0574;2818,46
234,0975;2805,37
233,815;2815,44
233,636;2834,4
232,9075;2867,19
233,4049;2867,24
232,4587;2873,4
232,7702;2879,39
232,6208;2892,74
232,5801;2895,77
232,6896;2878,2
233,1161;2888,21
232,7185;2888,32
231,5658;2907,41
231,5063;2905,58
231,4221;2907,06
231,145;2900,45
232,1293;2905,03
232,1293;2905,03
232,1293;2907,97
231,8628;2933,68
232,7932;2927,25
232,7043;2926,17
232,8609;2939,88
232,5448;2943,03
232,313;2945,83
232,313;2923,73
232,219;2917,52
232,2553;2945,64
232,3923;2932,47
233,0677;2884,05
233,3026;2879,42
233,3832;2870,72
233,3128;2881,4
233,7052;2811,87
233,861;2834,41
234,341;2850,96
234,2649;2876,32
234,3173;2859,53
234,0028;2840,23
233,5347;2864,36
233,7793;2856,27
234,3019;2822,24
234,3493;2826,06
234,8828;2826,06
235,053;2802,39
235,3422;2783,02
235,2918;2788,86
235,8538;2752,06
235,9562;2744,45
236,0971;2803,27
236,3067;2826,15
236,6748;2843,49
237,1625;2873,34
236,2747;2886,73
236,5276;2885,72
236,6799;2879,84
236,7961;2891,64
237,2457;2886,98
236,9158;2889,67
238,4402;2917,75
237,7098;2926,46
238,4302;2954,18
237,7059;2950,46
238,1975;2945,35
238,5987;2917,38
238,1684;2913,78
238,2684;2924,92
238,3028;2941,76
238,8575;2964,33
238,7423;2973,01
239,2557;2995,82
239,3815;2995,82
238,6078;2990,41
238,9794;2975,95
238,5931;2979,63
237,8007;2993,07
236,8609;2999,91
236,7191;3013,77
237,459;3014,3
237,4946;3004,04
238,1624;2984,42
238,4334;2995,11
238,4958;2976,61
238,9697;2985,03
239,068;3005,47
239,5553;3019,56
239,1153;3003,67
239,4209;3025,86
239,7381;3020,97
239,8697;3013,18
240,5935;2980,38
241,2067;2953,56
241,8421;2932,05
242,4193;2844,74
242,8548;2881,77
243,9533;2883,98
243,2347;2938,09
243,5979;2918,65
244,033;2883,75
244,5042;2926,32
245,3248;2840,6
246,4039;2847,6
245,6845;2888,68
244,8182;2923,65
245,5513;2900,51
245,3551;2924,43
244,526;2922,95
245,1045;2847,11
245,1934;2878,38
245,8474;2869,16
246,4856;2887,94
245,9034;2924,58
246,0557;2926,46
245,7107;2926,46
246,4047;2906,27
245,3574;2937,78
243,429;2976
244,3924;2978,71
243,0043;2978,43
242,6501;2979,39
242,9291;3000,93
242,5128;3009,57
240,5464;3007,39
241,2348;2997,96
241,1865;3005,7
241,9454;3006,73
241,9515;3006,79
242,2495;2992,07
243,6417;2991,78
244,0191;2966,6
243,6866;2984,87
243,7069;2977,62
243,4609;2961,79
243,3787;2976,74
243,2128;2940,25
242,6944;2887,61
243,5258;2910,63
243,5251;2952,01
243,2385;2938,79
243,6089;2893,06
242,8341;2919,4
241,555;2938,13
240,6919;2970,27
240,9539;2966,15
240,033;2995,68
239,6119;2989,69
239,8222;2997,95
239,4956;2986,2
238,6741;3006,72
239,3914;2995,99
239,8999;3004,52
240,0001;3010,29
239,3424;3022,55
238,4658;3039,42
238,8877;3036,89
238,9066;3046,77
239,9004;3037,56
239,3439;3066,91
238,7298;3078,27
238,1822;3074,62
238,3819;3076,78
237,0128;3085,18
237,2251;3093,08
237;3087,01
236,9789;3091,84
238,0395;3094,04
238,8516;3096,63
238,6655;3120,46
238,5975;3122,03
238,6737;3120,18
238,8938;3108,46
238,4304;3103,54
239,0436;3110,29
238,8047;3133,64
239,2182;3140,52
239,2013;3153,63
239,0718;3153,63
238,932;3140,98
237,4126;3113,87
238,8028;3093,2
238,2896;3112,76
237,8449;3117,43
237,664;3145,91
237,9245;3135,96
237,7818;3132,52
238,1747;3141,63
237,1517;3168,57
237,6341;3168,8
237,3754;3191,45
237,7089;3192,52
236,9586;3191,14
236,7087;3205,37
236,9322;3221,22
236,8026;3224,01
236,8289;3223,38
236,8289;3223,38
236,8289;3239,91
236,9203;3240,02
235,672;3221,29
235,6808;3230,78
235,6808;3230,78
236,5015;3257,85
237,4631;3234,85
237,5407;3246,28
237,3343;3237,18
236,871;3253,05
236,127;3274,7
236,3016;3265,35
235,5398;3288,13
235,875;3283,15
236,4021;3289,29
236,6705;3316,81
236,5139;3329,62
236,5451;3329,62
237,1966;3320,79
237,3286;3321,75
238,0479;3325,54
238,3326;3295,47
239,4531;3243,63
238,8645;3276,24
239,298;3273,4
239,9429;3283,66
240,5312;3225,52
240,2901;3248,92
239,8036;3297,59
238,9753;3334,69
238,7677;3345,78
239,2568;3327,71
239,673;3352,09
239,2779;3357,75
239,0429;3379,45
239,3848;3373,94
239,6344;3380,16
239,5891;3380,16
239,633;3370,29
239,7993;3386,15
240,3205;3373,23
240,4624;3337,75
241,2122;3225,89
241,8221;3128,21
241,4412;3116,39
242,4078;2978,76
243,8401;2954,22
244,353;3090,23
244,1441;3003,37
244,3408;3130,12
245,0791;3023,94
246,5264;2972,37
249,3283;2746,56
248,946;2882,23
248,4059;2741,38
247,88;2480,64
245,0478;2711,02
242,9363;2386,13
242,8388;2529,19
238,6252;2398,1
237,0878;2409,39
240,04;2304,92
240,7197;2237,4
239,2651;2447,33
237,7744;2475,56
239,1169;2630,07
241,0957;2541,47
242,1581;2626,65
240,5981;2584,59
240,9613;2470,5
240,6133;2526,9
241,0837;2488,65
240,5629;2663,68
238,8698;2659,41
238,7372;2749,98
239,1585;2789,82
239,1585;2789,82
239,1585;2761,63
239,9183;2846,06
241,5221;2783,36
241,4517;2799,55
241,4699;2874,56
240,851;2823,16
241,542;2736,56
240,5015;2799,31
240,6608;2797,8
241,533;2836,74
241,0067;2878,48
241,2415;2863,39
241,6741;2939,51
243,5177;2912,43
243,5177;2830,71
242,7416;2842,74
243,0984;2868,44
241,6467;2848,42
242,2589;2881,19
242,1187;2929,8
241,7493;2930,32
241,6501;2870,12
242,083;2820
242,0965;2852,5
242,2147;2863,7
241,3871;2953,91
240,8516;2922,94
240,9601;2971,61
241,3455;2948,51
241,2668;2955,45
241,1599;2955,45
240,0276;2991,77
239,8855;3036,13
239,7573;3029,73
240,2851;3044,31
239,0503;3055,73
239,4376;3080,82
238,3276;3122,87
237,5293;3112,35
236,4911;3193,93
237,3665;3232,39
237,543;3207,18
237,9409;3190,14
239,7456;3002,1
240,0447;3041,31
239,9469;3066,59
239,7903;3124,74
239,8103;3113,49
240,1561;3115,34
240,2611;3097,74
240,6256;3117,86
239,8196;3131,29
240,4638;3050,33
241,1894;3083,76
241,3393;3009,05
241,2324;3053,24
241,0141;3100,29
239,5283;3115,86
240,303;3130,01
240,3067;3130,01
240,1845;3179,72
240,2335;3145,32
240,6251;3169,94
241,1478;3152,05
241,4451;3185,04
240,1021;3155,22
240,9184;3197,52
240,7917;3226,56
241,2892;3215,57
240,8133;3224,73
241,0512;3251,84
241,0427;3257,3
241,794;3276,02
241,6123;3235,66
240,8783;3215,63
241,7075;3239,41
242,1506;3218,44
241,8524;3258,44
242,8026;3246,22
242,5195;3271,12
242,2009;3294,61
242,9055;3306,51
241,9697;3327,77
242,5312;3349,16
241,9844;3351,28
242,3486;3360,47
241,245;3333,69
240,733;3380,35
239,9405;3373,43
240,149;3372,85
240,6796;3381,99
240,9554;3389,78
241,1812;3374,85
241,6932;3385,51
241,7761;3397,16
241,587;3431,28
240,1188;3443,62
239,8389;3478,73
239,4228;3484,55
239,6068;3508,01
239,5428;3500,31
239,732;3526,65
240,9315;3580,84
241,5545;3455,06
241,1261;3426,96
240,7134;3426,96
240,7134;3426,96
